booking_id,booking_date,due_date,payment_date,fiscal_year,month,quarter,document_number,document_type,booking_type,account_code,account_name,counter_account_code,counter_account_name,statement_section,category,partner_name,cost_center,payment_method,quantity,unit_price_net,amount_net,vat_rate,vat_amount,amount_gross,currency,is_paid,is_recurring,has_attachment,is_credit_note,notes
103,2025-11-11,2025-12-11,2025-12-16,2025,11,Q4,DOC-2025-0103,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,12,249.84,2998.10,0.19,569.64,3567.74,EUR,True,False,True,False,Webprojekt
104,2025-08-19,2025-09-02,,2025,8,Q3,DOC-2025-0104,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Alpha GmbH,consulting,bank_transfer,12,98.58,1182.96,0.19,224.76,1407.72,EUR,False,False,True,False,Webprojekt
105,2025-07-06,2025-07-20,2025-07-27,2025,7,Q3,DOC-2025-0105,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Microsoft,marketing,card,11,35.07,385.74,0.19,73.29,459.03,EUR,True,False,True,False,Onlinekampagne
106,2025-12-03,2025-12-10,2025-12-24,2025,12,Q4,DOC-2025-0106,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Futura Labs,training,card,2,1065.30,2130.60,0.19,404.81,2535.41,EUR,True,False,True,False,Workshop
107,2025-02-13,2025-02-27,2025-02-21,2025,2,Q1,DOC-2025-0107,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Innotech AG,training,card,11,77.61,853.68,0.19,162.20,1015.88,EUR,True,False,True,False,Workshop
108,2025-04-03,2025-04-17,2025-04-15,2025,4,Q2,DOC-2025-0108,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Eco Store,software,bank_transfer,4,429.86,1719.43,0.19,326.69,2046.12,EUR,True,False,True,False,Softwarelizenz
109,2025-01-20,2025-02-19,,2025,1,Q1,DOC-2025-0109,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Bahn,sales,cash,3,81.73,245.20,0.07,17.16,262.36,EUR,False,False,True,False,Dienstreise
110,2025-01-23,2025-01-30,2025-02-20,2025,1,Q1,DOC-2025-0110,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Havel Hotel,software,bank_transfer,10,82.79,827.92,0.19,157.30,985.22,EUR,True,False,True,False,Softwarelizenz
111,2025-07-08,2025-07-22,2025-08-06,2025,7,Q3,DOC-2025-0111,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Notebookshop,marketing,card,5,127.24,636.21,0.19,120.88,757.09,EUR,True,False,True,False,Onlinekampagne
112,2025-01-27,2025-02-26,,2025,1,Q1,DOC-2025-0112,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Beta Solutions,software,bank_transfer,2,603.98,1207.95,0.19,229.51,1437.46,EUR,False,False,True,False,Softwarelizenz
113,2025-08-12,2025-08-26,,2025,8,Q3,DOC-2025-0113,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Notebookshop,marketing,card,6,25.87,155.21,0.19,29.49,184.70,EUR,False,False,True,False,Onlinekampagne
114,2025-06-13,2025-07-13,,2025,6,Q2,DOC-2025-0114,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Eco Store,consulting,bank_transfer,6,707.34,4244.06,0.19,806.37,5050.43,EUR,False,False,True,False,Webprojekt
115,2025-08-18,2025-08-25,,2025,8,Q3,DOC-2025-0115,invoice,expense,5300,Miete,1000,Bank,guv,rent,Travel Partner,admin,bank_transfer,5,241.53,1207.67,0.19,229.46,1437.13,EUR,False,True,True,False,Buero Miete
116,2025-05-03,2025-05-17,,2025,5,Q2,DOC-2025-0116,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,2,1176.68,2353.35,0.19,447.14,2800.49,EUR,False,False,True,False,Webprojekt
117,2025-08-08,2025-09-07,2025-09-03,2025,8,Q3,DOC-2025-0117,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Microsoft,it,card,3,6.81,20.44,0.19,3.88,24.32,EUR,True,True,True,False,SaaS Abo
118,2025-01-11,2025-02-10,2025-02-04,2025,1,Q1,DOC-2025-0118,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,AWS,sales,cash,6,26.84,161.04,0.07,11.27,172.31,EUR,True,False,True,False,Dienstreise
119,2025-03-10,2025-04-09,2025-03-21,2025,3,Q1,DOC-2025-0119,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Bahn,it,card,11,2.95,32.41,0.19,6.16,38.57,EUR,True,True,True,False,SaaS Abo
120,2025-04-14,2025-04-21,2025-05-04,2025,4,Q2,DOC-2025-0120,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Telekom,it,card,5,6.45,32.27,0.19,6.13,38.40,EUR,True,True,True,False,SaaS Abo
121,2025-12-02,2025-12-16,2025-12-29,2025,12,Q4,DOC-2025-0121,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Green Office,consulting,bank_transfer,7,289.73,2028.12,0.19,385.34,2413.46,EUR,True,False,True,False,Webprojekt
122,2025-05-17,2025-05-24,,2025,5,Q2,DOC-2025-0122,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Innotech AG,training,card,7,258.89,1812.24,0.19,344.33,2156.57,EUR,False,False,True,False,Workshop
123,2025-11-05,2025-11-19,2025-11-27,2025,11,Q4,DOC-2025-0123,receipt,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Juno Media,software,bank_transfer,8,166.77,1334.14,0.19,253.49,1587.63,EUR,True,False,True,False,Softwarelizenz
124,2025-12-10,2026-01-09,2025-12-20,2025,12,Q4,,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Office Depot,operations,bank_transfer,1,1446.03,1446.03,0.19,274.75,1720.78,EUR,True,False,True,False,Wareneinkauf
125,2025-10-18,2025-11-01,2025-11-10,2025,10,Q4,DOC-2025-0125,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,City Bakery,software,bank_transfer,6,33.91,203.44,0.19,38.65,242.09,EUR,True,False,True,False,Softwarelizenz
126,2025-01-14,2025-01-28,2025-02-18,2025,1,Q1,DOC-2025-0126,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Havel Hotel,consulting,bank_transfer,2,1761.00,3522.00,0.19,669.18,4191.18,EUR,True,False,True,False,Webprojekt
127,2025-03-04,2025-03-11,2025-04-01,2025,3,Q1,DOC-2025-0127,receipt,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Microsoft,marketing,card,2,95.65,191.30,0.19,36.35,227.65,EUR,True,False,True,False,Onlinekampagne
128,2025-03-22,2025-04-21,,2025,3,Q1,DOC-2025-0128,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Beta Solutions,software,bank_transfer,3,441.50,1324.49,0.19,251.65,1576.14,EUR,False,False,True,False,Softwarelizenz
129,2025-10-11,2025-11-10,2025-10-19,2025,10,Q4,DOC-2025-0129,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Notebookshop,it,card,10,18.02,180.24,0.19,34.25,214.49,EUR,True,True,True,False,SaaS Abo
130,2025-02-07,2025-02-14,2025-03-07,2025,2,Q1,DOC-2025-0130,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Telekom,sales,cash,8,9.86,78.85,0.07,5.52,84.37,EUR,True,False,True,False,Dienstreise
131,2025-03-05,2025-03-12,2025-03-25,2025,3,Q1,DOC-2025-0131,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Innotech AG,consulting,bank_transfer,12,226.42,2716.98,0.19,516.23,3233.21,EUR,True,False,True,False,Webprojekt
132,2025-05-21,2025-06-20,2025-05-26,2025,5,Q2,DOC-2025-0132,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Travel Partner,sales,cash,9,8.76,78.80,0.07,5.52,84.32,EUR,True,False,True,False,Dienstreise
133,2025-01-22,2025-01-29,2025-02-07,2025,1,Q1,DOC-2025-0133,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Travel Partner,sales,cash,11,26.89,295.82,0.07,20.71,316.53,EUR,True,False,True,False,Dienstreise
134,2025-09-05,2025-09-19,,2025,9,Q3,DOC-2025-0134,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,City Bakery,software,bank_transfer,5,110.81,554.05,0.19,105.27,659.32,EUR,False,False,True,False,Softwarelizenz
135,2025-06-13,2025-06-27,,2025,6,Q2,DOC-2025-0135,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,AWS,it,card,3,75.19,225.58,0.19,42.86,268.44,EUR,False,True,True,False,SaaS Abo
136,2025-01-26,2025-02-25,2025-02-21,2025,1,Q1,DOC-2025-0136,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Futura Labs,consulting,bank_transfer,4,468.45,1873.78,0.19,356.02,2229.80,EUR,True,False,True,False,Webprojekt
137,2025-08-28,2025-09-04,2025-09-02,2025,8,Q3,DOC-2025-0137,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Delta Studio,training,card,7,174.65,1222.58,0.19,232.29,1454.87,EUR,True,False,True,False,Workshop
138,2025-05-27,2025-06-10,,2025,5,Q2,DOC-2025-0138,invoice,expense,5300,Miete,1000,Bank,guv,rent,Notebookshop,admin,bank_transfer,3,389.45,1168.35,0.19,221.99,1390.34,EUR,False,True,True,False,Buero Miete
139,2025-05-28,2025-06-27,2025-06-14,2025,5,Q2,DOC-2025-0139,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Beta Solutions,training,card,10,39.34,393.39,0.19,74.74,468.13,EUR,True,False,True,False,Workshop
140,2025-04-12,2025-04-19,2025-04-14,2025,4,Q2,DOC-2025-0140,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Office Depot,marketing,card,1,574.02,574.02,0.19,109.06,683.08,EUR,True,False,True,False,Onlinekampagne
141,2025-06-13,2025-07-13,,2025,6,Q2,DOC-2025-0141,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Innotech AG,training,card,5,113.38,566.88,0.19,107.71,674.59,EUR,False,False,True,False,Workshop
142,2025-06-19,2025-07-19,,2025,6,Q2,DOC-2025-0142,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Adobe,it,card,5,41.73,208.67,0.19,39.65,248.32,EUR,False,True,True,False,SaaS Abo
143,2025-10-23,2025-11-06,2025-11-02,2025,10,Q4,DOC-2025-0143,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Notebookshop,sales,cash,9,12.28,110.54,0.07,7.74,118.28,EUR,True,False,True,False,
144,2025-04-08,2025-04-15,2025-05-04,2025,4,Q2,DOC-2025-0144,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Travel Partner,operations,bank_transfer,12,13.28,159.39,0.19,30.28,189.67,EUR,True,False,True,False,Wareneinkauf
145,2025-09-23,2025-10-23,2025-10-23,2025,9,Q3,DOC-2025-0145,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Havel Hotel,consulting,bank_transfer,9,174.13,1567.16,0.19,297.76,1864.92,EUR,True,False,True,False,Webprojekt
146,2025-11-09,2025-11-23,,2025,11,Q4,DOC-2025-0146,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Meta Ads,it,card,9,17.29,155.57,0.19,29.56,185.13,EUR,False,True,True,False,SaaS Abo
147,2025-06-28,2025-07-28,,2025,6,Q2,DOC-2025-0147,invoice,expense,5300,Miete,1000,Bank,guv,rent,Telekom,admin,bank_transfer,5,236.05,1180.24,0.19,224.25,1404.49,EUR,False,True,False,False,Buero Miete
148,2025-05-29,2025-06-05,,2025,5,Q2,DOC-2025-0148,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Office Depot,marketing,card,6,19.08,114.49,0.19,21.75,136.24,EUR,False,False,True,False,Onlinekampagne
149,2025-03-12,2025-03-19,,2025,3,Q1,DOC-2025-0149,credit_note,expense,5200,Software und Lizenzen,1000,Bank,guv,software,CoWorking Berlin,it,card,4,12.65,50.58,0.19,9.61,60.19,EUR,False,True,True,True,SaaS Abo
150,2025-12-15,2026-01-14,2025-12-25,2025,12,Q4,DOC-2025-0150,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Office Depot,operations,bank_transfer,7,246.17,1723.19,0.19,327.41,2050.60,EUR,True,False,True,False,Wareneinkauf
151,2025-01-31,2025-03-02,2025-02-14,2025,1,Q1,DOC-2025-0151,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Alpha GmbH,training,card,9,224.50,2020.48,0.19,383.89,2404.37,EUR,True,False,True,False,Workshop
152,2025-07-23,2025-08-22,2025-08-10,2025,7,Q3,DOC-2025-0152,credit_note,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,1,3715.45,3715.45,0.19,705.94,4421.39,EUR,True,False,False,True,Webprojekt
153,2025-09-26,2025-10-26,,2025,9,Q3,DOC-2025-0153,receipt,expense,5400,Reisekosten,1000,Bank,guv,travel,Microsoft,sales,cash,8,24.14,193.11,0.07,13.52,206.63,EUR,False,False,True,False,Dienstreise
154,2025-06-22,2025-06-29,2025-07-03,2025,6,Q2,DOC-2025-0154,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Green Office,training,card,10,179.20,1792.00,0.19,340.48,2132.48,EUR,True,False,True,False,Workshop
155,2025-09-02,2025-09-16,2025-09-26,2025,9,Q3,DOC-2025-0155,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Futura Labs,consulting,bank_transfer,4,499.33,1997.33,0.19,379.49,2376.82,EUR,True,False,True,False,
156,2025-02-01,2025-02-08,2025-02-26,2025,2,Q1,DOC-2025-0156,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Meta Ads,marketing,card,11,57.05,627.58,0.19,119.24,746.82,EUR,True,False,True,False,Onlinekampagne
157,2025-04-23,2025-05-07,2025-05-16,2025,4,Q2,DOC-2025-0157,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Innotech AG,consulting,bank_transfer,7,620.32,4342.23,0.19,825.02,5167.25,EUR,True,False,True,False,Webprojekt
158,2025-02-11,2025-02-25,2025-02-15,2025,2,Q1,DOC-2025-0158,receipt,expense,5400,Reisekosten,1000,Bank,guv,travel,Telekom,sales,cash,10,20.29,202.91,0.07,14.20,217.11,EUR,True,False,True,False,Dienstreise
159,2025-03-01,2025-03-15,2025-03-06,2025,3,Q1,DOC-2025-0159,invoice,expense,5300,Miete,1000,Bank,guv,rent,Bahn,admin,bank_transfer,9,137.79,1240.15,0.19,235.63,1475.78,EUR,True,True,True,False,
160,2025-01-12,2025-02-11,,2025,1,Q1,DOC-2025-0160,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Microsoft,it,card,4,32.72,130.87,0.19,24.87,155.74,EUR,False,True,True,False,
161,2025-01-17,2025-01-24,2025-02-12,2025,1,Q1,DOC-2025-0161,invoice,expense,5300,Miete,1000,Bank,guv,rent,Notebookshop,admin,bank_transfer,6,173.93,1043.55,0.19,198.27,1241.82,EUR,True,True,True,False,Buero Miete
162,2025-03-02,2025-04-01,2025-03-10,2025,3,Q1,DOC-2025-0162,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Adobe,it,card,12,5.83,69.97,0.19,13.29,83.26,EUR,True,True,True,False,SaaS Abo
163,2025-04-28,2025-05-12,2025-05-10,2025,4,Q2,DOC-2025-0163,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Green Office,software,bank_transfer,12,46.53,558.39,0.19,106.09,664.48,EUR,True,False,False,False,Softwarelizenz
164,2025-02-21,2025-03-23,2025-02-24,2025,2,Q1,DOC-2025-0164,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Delta Studio,consulting,bank_transfer,4,749.40,2997.59,0.19,569.54,3567.13,EUR,True,False,True,False,Webprojekt
165,2025-04-30,2025-05-14,,2025,4,Q2,DOC-2025-0165,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Futura Labs,software,bank_transfer,10,149.61,1496.05,0.19,284.25,1780.30,EUR,False,False,True,False,Softwarelizenz
166,2025-06-03,2025-07-03,2025-06-14,2025,6,Q2,DOC-2025-0166,invoice,expense,5300,Miete,1000,Bank,guv,rent,Adobe,admin,bank_transfer,11,94.33,1037.58,0.19,197.14,1234.72,EUR,True,True,False,False,Buero Miete
167,2025-12-23,2026-01-06,2026-01-03,2025,12,Q4,DOC-2025-0167,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Meta Ads,it,card,9,15.17,136.57,0.19,25.95,162.52,EUR,True,True,True,False,SaaS Abo
168,2025-08-02,2025-08-09,2025-08-18,2025,8,Q3,DOC-2025-0168,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Havel Hotel,software,bank_transfer,4,267.38,1069.52,0.19,203.21,1272.73,EUR,True,False,True,False,Softwarelizenz
169,2025-07-13,2025-07-20,2025-07-25,2025,7,Q3,DOC-2025-0169,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Havel Hotel,software,bank_transfer,10,126.16,1261.56,0.19,239.70,1501.26,EUR,True,False,False,False,Softwarelizenz
170,2025-04-08,2025-04-22,2025-04-23,2025,4,Q2,DOC-2025-0170,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,CoWorking Berlin,marketing,card,12,72.41,868.90,0.19,165.09,1033.99,EUR,True,False,True,False,Onlinekampagne
171,2025-06-07,2025-06-21,2025-07-06,2025,6,Q2,DOC-2025-0171,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Microsoft,it,card,2,46.62,93.24,0.19,17.72,110.96,EUR,True,True,True,False,SaaS Abo
172,2025-03-16,2025-04-15,2025-04-11,2025,3,Q1,DOC-2025-0172,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Notebookshop,marketing,card,5,18.66,93.30,0.19,17.73,111.03,EUR,True,False,True,False,Onlinekampagne
173,2025-05-12,2025-06-11,2025-06-12,2025,5,Q2,DOC-2025-0173,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Bahn,it,card,8,29.22,233.74,0.19,44.41,278.15,EUR,True,True,True,False,SaaS Abo
174,2025-09-26,2025-10-26,,2025,9,Q3,DOC-2025-0174,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,CoWorking Berlin,operations,bank_transfer,1,190.35,190.35,0.19,36.17,226.52,EUR,False,False,True,False,Wareneinkauf
175,2025-11-13,2025-11-27,,2025,11,Q4,DOC-2025-0175,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Telekom,operations,bank_transfer,11,131.50,1446.48,0.19,274.83,1721.31,EUR,False,False,True,False,Wareneinkauf
176,2025-01-09,2025-01-23,2025-01-20,2025,1,Q1,DOC-2025-0176,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,CoWorking Berlin,it,card,2,80.31,160.62,0.19,30.52,191.14,EUR,True,True,True,False,SaaS Abo
177,2025-02-10,2025-03-12,2025-02-25,2025,2,Q1,DOC-2025-0177,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Beta Solutions,software,bank_transfer,12,63.80,765.54,0.19,145.45,910.99,EUR,True,False,True,False,Softwarelizenz
178,2025-07-13,2025-07-20,2025-07-23,2025,7,Q3,DOC-2025-0178,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Futura Labs,software,bank_transfer,2,530.98,1061.96,0.19,201.77,1263.73,EUR,True,False,True,False,
179,2025-04-28,2025-05-28,,2025,4,Q2,DOC-2025-0179,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Meta Ads,operations,bank_transfer,8,69.97,559.75,0.19,106.35,666.10,EUR,False,False,True,False,
180,2025-01-09,2025-02-08,2025-02-03,2025,1,Q1,DOC-2025-0180,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Travel Partner,it,card,2,144.61,289.21,0.19,54.95,344.16,EUR,True,True,True,False,SaaS Abo
181,2025-03-13,2025-03-20,2025-04-14,2025,3,Q1,DOC-2025-0181,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Green Office,training,card,12,149.29,1791.47,0.19,340.38,2131.85,EUR,True,False,True,False,Workshop
182,2025-07-23,2025-08-22,2025-08-09,2025,7,Q3,DOC-2025-0182,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Notebookshop,sales,cash,8,42.55,340.37,0.07,23.83,364.20,EUR,True,False,True,False,Dienstreise
183,2025-06-01,2025-06-08,2025-06-18,2025,6,Q2,DOC-2025-0183,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,City Bakery,training,card,3,602.07,1806.21,0.19,343.18,2149.39,EUR,True,False,True,False,
184,2025-08-16,2025-08-23,2025-08-21,2025,8,Q3,DOC-2025-0184,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Innotech AG,software,bank_transfer,3,247.95,743.86,0.19,141.33,885.19,EUR,True,False,True,False,Softwarelizenz
185,2025-06-16,2025-06-30,2025-07-10,2025,6,Q2,DOC-2025-0185,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Delta Studio,training,card,2,967.13,1934.25,0.19,367.51,2301.76,EUR,True,False,True,False,Workshop
186,2025-05-18,2025-06-01,2025-06-04,2025,5,Q2,DOC-2025-0186,invoice,revenue,4100,Umsatzerloese Produkte,1200,Forderungen aus Lieferungen und Leistungen,guv,product,Futura Labs,software,bank_transfer,7,137.66,963.65,0.19,183.09,1146.74,EUR,True,False,True,False,Softwarelizenz
187,2025-08-23,2025-09-06,2025-09-13,2025,8,Q3,DOC-2025-0187,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Office Depot,marketing,card,10,16.77,167.72,0.19,31.87,199.59,EUR,True,False,True,False,Onlinekampagne
188,2025-06-03,2025-06-10,,2025,6,Q2,DOC-2025-0188,receipt,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Microsoft,marketing,card,8,42.87,342.95,0.19,65.16,408.11,EUR,False,False,True,False,Onlinekampagne
189,2025-06-16,2025-06-30,,2025,6,Q2,DOC-2025-0189,invoice,expense,5100,Marketingkosten,1000,Bank,guv,marketing,Travel Partner,marketing,card,6,64.73,388.37,0.19,73.79,462.16,EUR,False,False,True,False,Onlinekampagne
190,2025-08-25,2025-09-08,2025-08-29,2025,8,Q3,DOC-2025-0190,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,Eco Store,training,card,7,298.40,2088.80,0.19,396.87,2485.67,EUR,True,False,True,False,Workshop
191,2025-08-18,2025-09-01,2025-09-21,2025,8,Q3,DOC-2025-0191,invoice,expense,5000,Wareneinsatz,2000,Verbindlichkeiten aus Lieferungen und Leistungen,guv,cogs,Notebookshop,operations,bank_transfer,9,242.30,2180.66,0.19,414.33,2594.99,EUR,True,False,True,False,Wareneinkauf
192,2025-11-01,2025-11-08,2025-11-23,2025,11,Q4,DOC-2025-0192,invoice,expense,5400,Reisekosten,1000,Bank,guv,travel,Notebookshop,sales,cash,3,79.28,237.84,0.07,16.65,254.49,EUR,True,False,True,False,Dienstreise
193,2025-05-13,2025-06-12,,2025,5,Q2,DOC-2025-0193,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Futura Labs,consulting,bank_transfer,10,162.14,1621.40,0.19,308.07,1929.47,EUR,False,False,True,False,Webprojekt
194,2025-01-13,2025-01-20,2025-01-20,2025,1,Q1,DOC-2025-0194,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Office Depot,it,card,12,12.93,155.18,0.19,29.48,184.66,EUR,True,True,True,False,SaaS Abo
195,2025-12-23,2025-12-30,2025-12-30,2025,12,Q4,DOC-2025-0195,receipt,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,City Bakery,training,card,1,1132.27,1132.27,0.19,215.13,1347.40,EUR,True,False,True,False,Workshop
196,2025-10-14,2025-10-28,2025-10-25,2025,10,Q4,DOC-2025-0196,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,Adobe,it,card,3,46.46,139.38,0.19,26.48,165.86,EUR,True,True,False,False,SaaS Abo
197,2025-12-27,2026-01-26,2025-12-31,2025,12,Q4,DOC-2025-0197,receipt,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,City Bakery,consulting,bank_transfer,10,159.48,1594.75,0.19,303.00,1897.75,EUR,True,False,True,False,
198,2025-09-28,2025-10-12,2025-10-23,2025,9,Q3,DOC-2025-0198,invoice,expense,5300,Miete,1000,Bank,guv,rent,Office Depot,admin,bank_transfer,10,138.30,1382.96,0.19,262.76,1645.72,EUR,True,True,True,False,Buero Miete
199,2025-10-30,2025-11-06,2025-11-14,2025,10,Q4,DOC-2025-0199,invoice,revenue,4200,Sonstige betriebliche Ertraege,1000,Bank,guv,other_income,City Bakery,training,card,5,83.05,415.27,0.19,78.90,494.17,EUR,True,False,True,False,Workshop
200,2025-09-07,2025-10-07,2025-09-18,2025,9,Q3,DOC-2025-0200,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,City Bakery,consulting,bank_transfer,9,350.15,3151.36,0.19,598.76,3750.12,EUR,True,False,True,False,
201,2025-09-06,2025-10-06,,2025,9,Q3,DOC-2025-0201,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Havel Hotel,consulting,bank_transfer,9,145.02,1305.18,0.19,247.98,1553.16,EUR,False,False,True,False,Webprojekt
202,2025-04-23,2025-05-23,2025-05-11,2025,4,Q2,DOC-2025-0202,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Havel Hotel,consulting,bank_transfer,3,626.91,1880.73,0.19,357.34,2238.07,EUR,True,False,True,False,
203,2025-10-05,2025-11-04,2025-11-02,2025,10,Q4,DOC-2025-0203,invoice,expense,5200,Software und Lizenzen,1000,Bank,guv,software,CoWorking Berlin,it,card,9,27.81,250.33,0.19,47.56,297.89,EUR,True,True,False,False,SaaS Abo
204,2025-08-13,2025-08-20,2025-08-26,2025,8,Q3,DOC-2025-0204,invoice,revenue,4000,Umsatzerloese Dienstleistungen,1000,Bank,guv,service,Juno Media,consulting,bank_transfer,12,333.46,4001.57,0.19,760.30,4761.87,EUR,True,False,True,False,Webprojekt
